longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,medianHouseValue
-122.26,37.84,52.0,950.0,202.0,188800.0
-122.26,37.83,52.0,1443.0,311.0,184400.0
-122.26,37.83,52.0,1656.0,420.0,182300.0
-122.26,37.83,50.0,1125.0,322.0,142500.0
-122.27,37.82,43.0,1007.0,312.0,137500.0
-122.26,37.82,40.0,624.0,195.0,187500.0
-122.27,37.82,40.0,946.0,375.0,112500.0
-122.27,37.82,21.0,896.0,453.0,171900.0
-122.27,37.82,43.0,1868.0,456.0,93800.0
-122.27,37.82,41.0,3221.0,853.0,97500.0
-122.27,37.82,52.0,1630.0,456.0,104200.0
-122.28,37.82,52.0,1170.0,235.0,87500.0
-122.28,37.82,52.0,945.0,243.0,83100.0
-122.28,37.82,52.0,1238.0,288.0,87500.0
-122.28,37.82,52.0,1489.0,335.0,85300.0
-122.28,37.82,52.0,1387.0,341.0,80300.0
-122.29,37.82,2.0,158.0,43.0,60000.0
-122.29,37.83,52.0,1121.0,211.0,75700.0
-122.29,37.82,49.0,135.0,29.0,75000.0
-122.29,37.81,50.0,760.0,190.0,86100.0
-122.3,37.81,52.0,1224.0,237.0,76100.0
-122.3,37.81,48.0,828.0,182.0,73500.0
-122.3,37.81,52.0,1010.0,209.0,78400.0
-122.3,37.81,48.0,1455.0,354.0,84400.0
-122.29,37.8,52.0,1027.0,244.0,81300.0
-122.3,37.81,52.0,572.0,109.0,85000.0
-122.29,37.81,46.0,2801.0,644.0,129200.0
-122.29,37.81,26.0,768.0,152.0,82500.0
-122.29,37.81,46.0,935.0,297.0,95200.0
-122.29,37.81,49.0,844.0,204.0,75000.0
-122.29,37.81,46.0,12.0,4.0,67500.0
-122.29,37.81,20.0,835.0,161.0,137500.0
-122.28,37.81,17.0,1237.0,462.0,177500.0
-122.28,37.81,36.0,2914.0,562.0,102100.0
-122.28,37.81,19.0,1207.0,243.0,108300.0
-122.29,37.81,23.0,1745.0,374.0,112500.0
-122.28,37.8,38.0,684.0,176.0,131300.0
-122.28,37.81,17.0,924.0,289.0,162500.0
-122.27,37.81,52.0,210.0,56.0,112500.0
-122.28,37.81,52.0,340.0,97.0,112500.0
-122.28,37.81,52.0,386.0,164.0,137500.0
-122.28,37.81,35.0,948.0,184.0,118800.0
-122.28,37.81,52.0,773.0,143.0,98200.0
-122.27,37.81,40.0,880.0,451.0,118800.0
-122.27,37.81,10.0,875.0,348.0,162500.0
-122.27,37.8,10.0,105.0,42.0,137500.0
-122.27,37.8,52.0,249.0,78.0,500001.0
-122.27,37.8,16.0,994.0,392.0,162500.0
-122.28,37.8,52.0,215.0,87.0,137500.0
-122.28,37.8,52.0,96.0,31.0,162500.0
-122.27,37.79,27.0,1055.0,347.0,187500.0
-122.27,37.8,39.0,1715.0,623.0,179200.0
-122.26,37.8,36.0,5329.0,2477.0,130000.0
-122.26,37.82,31.0,4596.0,1331.0,183800.0
-122.26,37.81,29.0,335.0,107.0,125000.0
-122.26,37.82,22.0,3682.0,1270.0,170000.0
-122.26,37.82,37.0,3633.0,1085.0,193100.0
-122.25,37.81,29.0,4656.0,1414.0,257800.0
-122.25,37.81,28.0,5806.0,1603.0,273400.0
-122.25,37.81,39.0,854.0,242.0,237500.0
-122.25,37.81,52.0,2155.0,701.0,350000.0
-122.26,37.81,34.0,5871.0,1914.0,335700.0
-122.24,37.82,52.0,1509.0,225.0,313400.0
-122.24,37.81,52.0,2026.0,482.0,268500.0
-122.25,37.81,52.0,1758.0,460.0,259400.0
-122.24,37.82,52.0,3481.0,751.0,275700.0
-122.25,37.82,28.0,3337.0,855.0,225000.0
-122.25,37.82,52.0,1424.0,289.0,262500.0
-122.25,37.82,32.0,3809.0,1098.0,218500.0
-122.25,37.82,26.0,3959.0,1196.0,255000.0
-122.25,37.83,52.0,2376.0,559.0,224100.0
-122.25,37.83,35.0,1613.0,428.0,243100.0
-122.25,37.83,52.0,1279.0,287.0,231600.0
-122.25,37.83,28.0,5022.0,1750.0,218500.0
-122.25,37.83,52.0,4190.0,1105.0,234100.0
-122.23,37.84,50.0,2515.0,399.0,327600.0
-122.23,37.84,47.0,3175.0,454.0,347600.0
-122.24,37.83,41.0,2576.0,406.0,366100.0
-122.24,37.85,37.0,334.0,54.0,335000.0
-122.23,37.85,52.0,2800.0,411.0,373600.0
-122.24,37.84,52.0,3529.0,574.0,389500.0
-122.24,37.85,52.0,2612.0,365.0,391100.0
-122.22,37.85,28.0,5287.0,1048.0,337300.0
-122.22,37.84,50.0,2935.0,473.0,295200.0
-122.21,37.84,44.0,3424.0,597.0,292300.0
-122.21,37.83,40.0,4991.0,674.0,411500.0
-122.2,37.84,30.0,2211.0,346.0,311500.0
-122.21,37.84,34.0,3038.0,490.0,325900.0
-122.19,37.84,18.0,1617.0,210.0,392600.0
-122.2,37.84,35.0,2865.0,460.0,319300.0
-122.21,37.83,34.0,5065.0,788.0,333300.0
-122.19,37.83,28.0,1326.0,184.0,335200.0
-122.2,37.83,26.0,1589.0,223.0,351200.0
-122.19,37.83,29.0,1791.0,271.0,368900.0
-122.19,37.82,32.0,1835.0,264.0,365900.0
-122.2,37.82,37.0,1229.0,181.0,366700.0
-122.2,37.82,39.0,3770.0,534.0,362800.0
-122.18,37.81,30.0,292.0,38.0,483300.0
-122.21,37.82,52.0,2375.0,333.0,331400.0
-122.2,37.81,45.0,2964.0,436.0,323500.0
-122.21,37.8,50.0,2833.0,605.0,216700.0
-122.21,37.8,38.0,2254.0,535.0,233100.0
-122.21,37.81,52.0,1389.0,212.0,296400.0
-122.22,37.81,52.0,1971.0,335.0,273700.0
-122.22,37.8,52.0,2183.0,465.0,227700.0
-122.22,37.8,52.0,2286.0,464.0,199600.0
-122.22,37.8,52.0,2721.0,541.0,239800.0
-122.22,37.81,52.0,2024.0,339.0,270100.0
-122.22,37.81,52.0,2944.0,536.0,302100.0
-122.23,37.8,52.0,2033.0,486.0,269500.0
-122.23,37.81,52.0,1433.0,229.0,314700.0
-122.22,37.81,52.0,2927.0,402.0,390100.0
-122.23,37.81,52.0,2315.0,292.0,410300.0
-122.24,37.81,52.0,2485.0,313.0,352400.0
-122.24,37.81,52.0,1490.0,238.0,287300.0
-122.23,37.81,52.0,2814.0,365.0,348700.0
-122.24,37.81,52.0,2093.0,550.0,243800.0
-122.24,37.8,52.0,888.0,168.0,211500.0
-122.25,37.8,52.0,2087.0,510.0,218400.0
-122.24,37.81,52.0,2513.0,502.0,269900.0
-122.25,37.81,46.0,3232.0,835.0,218800.0
-122.25,37.8,42.0,4120.0,1065.0,225000.0
-122.25,37.8,43.0,2364.0,792.0,250000.0
-122.25,37.8,41.0,1471.0,469.0,171400.0
-122.25,37.8,29.0,2468.0,864.0,193800.0
-122.24,37.79,27.0,1632.0,492.0,125000.0
-122.25,37.79,45.0,1786.0,526.0,97500.0
-122.25,37.79,50.0,629.0,188.0,125000.0
-122.25,37.79,52.0,1339.0,391.0,138800.0
-122.25,37.8,36.0,1678.0,606.0,116700.0
-122.25,37.8,43.0,2344.0,647.0,151800.0
-122.24,37.8,52.0,996.0,228.0,127000.0
-122.24,37.8,52.0,1591.0,373.0,128600.0
-122.24,37.8,52.0,1586.0,398.0,140600.0
-122.24,37.8,47.0,2046.0,588.0,182700.0
-122.23,37.8,52.0,1192.0,289.0,146900.0
-122.24,37.8,52.0,1803.0,420.0,122800.0
-122.24,37.8,49.0,2838.0,749.0,169300.0
-122.23,37.8,52.0,783.0,184.0,126600.0
-122.23,37.8,51.0,1590.0,414.0,127900.0
-122.23,37.8,50.0,1746.0,480.0,123500.0
-122.23,37.8,52.0,1252.0,299.0,111900.0
-122.23,37.79,43.0,5963.0,1344.0,112800.0
-122.23,37.79,52.0,1783.0,395.0,107900.0
-122.23,37.79,30.0,999.0,264.0,137500.0
-122.24,37.79,39.0,1469.0,431.0,105500.0
-122.24,37.79,47.0,1372.0,395.0,95500.0
-122.24,37.79,52.0,674.0,180.0,116100.0
-122.24,37.79,43.0,1626.0,376.0,112200.0
-122.25,37.79,51.0,175.0,43.0,75000.0
-122.25,37.79,39.0,461.0,129.0,112500.0
-122.25,37.79,52.0,902.0,237.0,125000.0
-122.26,37.8,20.0,2373.0,779.0,115000.0
-122.22,37.77,52.0,391.0,128.0,95000.0
-122.22,37.77,52.0,1137.0,301.0,96400.0
-122.23,37.77,52.0,769.0,206.0,72000.0
-122.23,37.78,52.0,472.0,146.0,71300.0
-122.23,37.78,52.0,862.0,215.0,80800.0
-122.22,37.78,50.0,1920.0,530.0,128800.0
-122.23,37.78,43.0,1420.0,472.0,112500.0
-122.23,37.78,52.0,986.0,258.0,119400.0
-122.23,37.78,44.0,2340.0,825.0,118100.0
-122.23,37.79,48.0,1696.0,396.0,122500.0
-122.23,37.79,49.0,1175.0,217.0,106300.0
-122.22,37.79,37.0,2343.0,574.0,132500.0
-122.23,37.79,30.0,610.0,145.0,122700.0
-122.23,37.79,40.0,930.0,199.0,113300.0
-122.22,37.79,44.0,1487.0,314.0,109500.0
-122.22,37.79,52.0,3424.0,690.0,164700.0
-122.21,37.79,52.0,762.0,190.0,125000.0
-122.22,37.79,46.0,2366.0,575.0,124700.0
-122.22,37.79,49.0,1826.0,450.0,136700.0
-122.22,37.79,38.0,3049.0,711.0,141700.0
-122.2,37.79,29.0,1640.0,376.0,150000.0
-122.21,37.79,47.0,1543.0,307.0,138800.0
-122.21,37.79,34.0,2364.0,557.0,139200.0
-122.21,37.79,35.0,1745.0,409.0,143800.0
-122.21,37.8,39.0,2003.0,500.0,156500.0
-122.21,37.8,39.0,2018.0,447.0,151000.0
-122.2,37.8,43.0,3045.0,499.0,273000.0
-122.2,37.8,52.0,1547.0,293.0,217100.0
-122.21,37.8,52.0,3519.0,711.0,187100.0
-122.2,37.8,41.0,2070.0,354.0,239600.0
-122.21,37.8,48.0,1321.0,263.0,229700.0
-122.19,37.8,48.0,1694.0,259.0,257300.0
-122.19,37.8,46.0,1938.0,341.0,246900.0
-122.19,37.79,50.0,968.0,195.0,179900.0
-122.2,37.79,40.0,1060.0,256.0,169600.0
-122.2,37.8,46.0,2041.0,405.0,203300.0
-122.19,37.8,52.0,1813.0,271.0,263400.0
-122.19,37.79,45.0,2718.0,451.0,231800.0
-122.19,37.79,28.0,3144.0,761.0,140500.0
-122.2,37.79,35.0,1802.0,459.0,126000.0
-122.2,37.79,49.0,882.0,195.0,122000.0
-122.2,37.79,44.0,1621.0,452.0,134700.0
-122.21,37.79,45.0,2115.0,533.0,139400.0
-122.2,37.79,45.0,2021.0,528.0,115400.0
-122.21,37.78,46.0,2239.0,508.0,137300.0
-122.21,37.78,52.0,1477.0,300.0,137000.0
-122.21,37.78,52.0,1056.0,224.0,142600.0
-122.21,37.78,49.0,898.0,244.0,137500.0
-122.22,37.78,44.0,2968.0,710.0,111700.0
-122.21,37.78,43.0,1702.0,460.0,126800.0
-122.21,37.78,47.0,881.0,248.0,111300.0
-122.22,37.77,40.0,494.0,114.0,114800.0
-122.22,37.78,50.0,1776.0,473.0,102300.0
-122.22,37.78,44.0,1678.0,514.0,131900.0
-122.22,37.78,51.0,1637.0,463.0,119100.0
-122.21,37.76,52.0,1420.0,314.0,80600.0
-122.21,37.77,52.0,591.0,173.0,80600.0
-122.21,37.77,52.0,745.0,153.0,88800.0
-122.2,37.77,49.0,2272.0,498.0,102400.0
-122.21,37.77,46.0,1234.0,375.0,98700.0
-122.21,37.77,43.0,1017.0,328.0,100000.0
-122.19,37.77,42.0,932.0,254.0,92300.0
-122.2,37.77,39.0,2689.0,597.0,94800.0
-122.2,37.77,41.0,1547.0,415.0,102000.0
-122.2,37.78,52.0,2300.0,443.0,158400.0
-122.2,37.78,39.0,1752.0,399.0,121600.0
-122.2,37.78,50.0,1867.0,403.0,129100.0
-122.2,37.77,43.0,2430.0,502.0,121400.0
-122.21,37.78,44.0,1729.0,414.0,102800.0
-122.19,37.78,52.0,1026.0,180.0,160000.0
-122.19,37.77,52.0,2170.0,428.0,143900.0
-122.19,37.77,52.0,2329.0,445.0,151200.0
-122.19,37.78,52.0,2492.0,415.0,164400.0
-122.19,37.78,52.0,2198.0,397.0,156500.0
-122.18,37.78,33.0,142.0,31.0,225000.0
-122.19,37.78,49.0,1183.0,205.0,174200.0
-122.19,37.78,52.0,1070.0,193.0,166900.0
-122.2,37.78,45.0,1766.0,332.0,163500.0
-122.18,37.79,39.0,617.0,95.0,253000.0
-122.18,37.79,41.0,1411.0,233.0,240700.0
-122.18,37.79,46.0,2109.0,387.0,208100.0
-122.19,37.79,47.0,1229.0,243.0,198100.0
-122.19,37.79,50.0,954.0,217.0,172800.0
-122.18,37.81,37.0,1643.0,262.0,336700.0
-122.18,37.8,34.0,1355.0,195.0,318200.0
-122.18,37.8,23.0,2317.0,336.0,285800.0
-122.13,37.77,24.0,2459.0,317.0,293000.0
-122.16,37.79,22.0,12842.0,2048.0,371000.0
-122.17,37.78,42.0,1524.0,260.0,157300.0
-122.17,37.77,30.0,3326.0,746.0,135300.0
-122.18,37.78,43.0,1985.0,440.0,136700.0
-122.18,37.78,50.0,1642.0,322.0,160700.0
-122.17,37.78,49.0,893.0,177.0,140600.0
-122.17,37.78,52.0,653.0,128.0,144000.0
-122.16,37.77,47.0,1256.0,217.0,161900.0
-122.16,37.77,48.0,977.0,194.0,156300.0
-122.16,37.77,45.0,2324.0,397.0,176000.0
-122.16,37.77,39.0,1583.0,349.0,145800.0
-122.17,37.77,39.0,1612.0,342.0,141900.0
-122.17,37.77,31.0,2424.0,533.0,90700.0
-122.17,37.76,41.0,1594.0,367.0,90600.0
-122.17,37.76,47.0,2118.0,413.0,107900.0
-122.18,37.76,37.0,1575.0,358.0,107000.0
-122.17,37.76,38.0,1764.0,397.0,98200.0
-122.18,37.76,50.0,1187.0,261.0,89500.0
-122.18,37.76,52.0,754.0,175.0,93800.0
-122.18,37.76,49.0,2308.0,452.0,96700.0
-122.18,37.77,27.0,909.0,236.0,97500.0
-122.18,37.77,42.0,1180.0,257.0,97300.0
-122.18,37.76,43.0,2018.0,408.0,91200.0
-122.19,37.76,49.0,1368.0,282.0,91400.0
-122.18,37.77,52.0,2744.0,547.0,96200.0
-122.18,37.77,51.0,2107.0,471.0,120100.0
-122.18,37.77,52.0,1748.0,362.0,100000.0
-122.19,37.76,52.0,2024.0,391.0,94700.0
-122.2,37.76,47.0,1116.0,259.0,85700.0
-122.19,37.77,41.0,2036.0,510.0,89300.0
-122.19,37.77,45.0,1852.0,393.0,101400.0
-122.19,37.76,41.0,921.0,207.0,72500.0
-122.19,37.76,45.0,995.0,238.0,74100.0
-122.2,37.75,36.0,606.0,132.0,70000.0
-122.2,37.76,37.0,2680.0,736.0,84600.0
-122.19,37.76,38.0,1493.0,370.0,81800.0
-122.19,37.75,19.0,2207.0,565.0,81400.0
-122.19,37.75,28.0,856.0,189.0,81800.0
-122.19,37.76,26.0,1293.0,297.0,85800.0
-122.19,37.74,36.0,847.0,212.0,87100.0
-122.18,37.74,42.0,541.0,154.0,83500.0
-122.19,37.73,44.0,1066.0,253.0,79700.0
-122.19,37.74,43.0,707.0,147.0,83400.0
-122.19,37.73,45.0,1528.0,291.0,84700.0
-122.18,37.73,42.0,909.0,215.0,80000.0
-122.18,37.73,43.0,1391.0,293.0,76400.0
-122.18,37.73,44.0,548.0,119.0,79700.0
-122.18,37.73,42.0,4074.0,874.0,82400.0
-122.17,37.74,41.0,1613.0,445.0,97700.0
-122.17,37.74,47.0,463.0,134.0,97200.0
-122.17,37.74,43.0,818.0,193.0,101600.0
-122.17,37.73,43.0,1473.0,371.0,86500.0
-122.18,37.74,35.0,504.0,126.0,90500.0
-122.17,37.74,46.0,1026.0,226.0,107600.0
-122.17,37.74,46.0,769.0,183.0,84200.0
-122.18,37.74,46.0,2103.0,391.0,88900.0
-122.18,37.75,45.0,330.0,76.0,80700.0
-122.18,37.75,46.0,941.0,218.0,87100.0
-122.17,37.75,38.0,992.0,279.0,85100.0
-122.18,37.75,45.0,990.0,261.0,82000.0
-122.19,37.75,36.0,1126.0,263.0,82800.0
-122.18,37.75,43.0,1036.0,233.0,84600.0
-122.18,37.75,36.0,1047.0,214.0,82100.0
-122.17,37.76,33.0,1280.0,307.0,89300.0
-122.17,37.75,43.0,1587.0,320.0,98300.0
-122.17,37.75,41.0,1257.0,271.0,92300.0
-122.17,37.75,44.0,1218.0,248.0,88800.0
-122.17,37.75,48.0,1751.0,390.0,90000.0
-122.16,37.76,45.0,2299.0,514.0,95500.0
-122.16,37.75,38.0,2457.0,624.0,91700.0
-122.17,37.75,47.0,998.0,211.0,100400.0
-122.17,37.76,40.0,1685.0,343.0,94800.0
-122.16,37.76,46.0,1827.0,307.0,164300.0
-122.16,37.76,36.0,2781.0,574.0,155500.0
-122.15,37.76,39.0,1823.0,286.0,196900.0
-122.14,37.77,27.0,2229.0,365.0,279100.0
-122.14,37.76,34.0,1513.0,231.0,252800.0
-122.13,37.76,26.0,3266.0,491.0,275400.0
-122.12,37.75,33.0,1809.0,261.0,250000.0
-122.12,37.75,28.0,794.0,111.0,329800.0
-122.14,37.75,36.0,690.0,105.0,195500.0
-122.14,37.75,33.0,1334.0,200.0,255900.0
-122.13,37.75,30.0,414.0,54.0,311100.0
-122.13,37.75,36.0,768.0,93.0,330000.0
-122.13,37.74,41.0,4400.0,666.0,248900.0
-122.16,37.75,46.0,954.0,161.0,142900.0
-122.15,37.75,40.0,1445.0,256.0,126300.0
-122.15,37.75,44.0,1938.0,399.0,135800.0
-122.15,37.74,41.0,856.0,178.0,130600.0
-122.16,37.75,24.0,1790.0,454.0,107900.0
-122.16,37.75,44.0,617.0,131.0,111100.0
-122.15,37.74,43.0,1383.0,275.0,122000.0
-122.15,37.74,49.0,1325.0,277.0,118000.0
-122.16,37.75,40.0,1227.0,294.0,95200.0
-122.16,37.75,35.0,667.0,140.0,94300.0
-122.17,37.74,34.0,1223.0,281.0,92500.0
-122.17,37.75,37.0,1379.0,287.0,91800.0
-122.16,37.74,43.0,1534.0,300.0,109400.0
-122.16,37.74,46.0,1029.0,181.0,129500.0
-122.16,37.74,52.0,771.0,147.0,143400.0
-122.16,37.74,47.0,824.0,223.0,98200.0
-122.16,37.74,44.0,1097.0,239.0,103100.0
-122.29,37.9,49.0,1283.0,238.0,276800.0
-122.29,37.9,52.0,1604.0,263.0,270900.0
-122.29,37.89,52.0,2248.0,422.0,246200.0
-122.3,37.9,38.0,2263.0,522.0,224200.0
-122.29,37.89,52.0,1571.0,349.0,229100.0
-122.3,37.89,46.0,1520.0,402.0,211600.0
-122.3,37.9,15.0,5083.0,1212.0,256100.0
-122.3,37.89,36.0,1077.0,293.0,206300.0
-122.3,37.89,52.0,1248.0,283.0,221300.0
-122.33,37.89,42.0,1342.0,291.0,207400.0
-122.34,37.88,37.0,3061.0,930.0,350000.0
-122.29,37.89,52.0,3171.0,698.0,218200.0
-122.29,37.88,50.0,1211.0,261.0,216700.0
-122.29,37.89,52.0,979.0,175.0,270600.0
-122.29,37.89,52.0,2269.0,380.0,261400.0
-122.28,37.88,52.0,1844.0,332.0,261300.0
-122.29,37.89,52.0,2178.0,421.0,232200.0
-122.27,37.9,42.0,1650.0,274.0,375400.0
-122.26,37.9,52.0,1927.0,279.0,357300.0
-122.27,37.9,52.0,2079.0,273.0,374400.0
-122.27,37.9,52.0,1803.0,240.0,358800.0
-122.27,37.9,52.0,2041.0,270.0,417500.0
-122.27,37.89,52.0,3046.0,373.0,430500.0
-122.28,37.9,52.0,2318.0,328.0,362900.0
-122.28,37.9,52.0,2003.0,250.0,397000.0
-122.28,37.9,52.0,2261.0,328.0,346800.0
-122.28,37.89,52.0,1225.0,169.0,327100.0
-122.28,37.89,52.0,2315.0,408.0,290100.0
-122.28,37.89,52.0,2070.0,329.0,292000.0
-122.28,37.89,52.0,2616.0,473.0,270900.0
-122.27,37.89,52.0,2640.0,366.0,371100.0
-122.27,37.89,52.0,1978.0,293.0,335600.0
-122.26,37.9,37.0,2220.0,335.0,371300.0
-122.25,37.89,41.0,1125.0,195.0,344000.0
-122.26,37.89,52.0,3078.0,494.0,342200.0
-122.26,37.89,52.0,3706.0,531.0,370900.0
-122.25,37.89,37.0,3000.0,457.0,350000.0
-122.25,37.89,42.0,2863.0,460.0,368600.0
-122.26,37.88,52.0,2551.0,417.0,391800.0
-122.26,37.88,52.0,2255.0,410.0,415300.0
-122.27,37.88,52.0,3360.0,648.0,284900.0
-122.27,37.88,52.0,1693.0,391.0,287500.0
-122.27,37.88,44.0,2252.0,592.0,272900.0
-122.28,37.88,52.0,2495.0,491.0,259600.0
-122.28,37.88,52.0,1193.0,200.0,254500.0
-122.28,37.88,52.0,1172.0,215.0,235600.0
-122.29,37.88,52.0,2159.0,424.0,218400.0
-122.29,37.88,48.0,2365.0,490.0,229200.0
-122.29,37.88,46.0,1895.0,442.0,192100.0
-122.29,37.88,52.0,1650.0,395.0,179300.0
-122.3,37.88,45.0,453.0,146.0,187500.0
-122.3,37.88,52.0,409.0,97.0,138800.0
-122.3,37.87,10.0,503.0,118.0,150000.0
-122.3,37.86,50.0,499.0,127.0,140600.0
-122.29,37.85,52.0,477.0,119.0,120000.0
-122.3,37.88,46.0,1647.0,376.0,144800.0
-122.3,37.87,52.0,3123.0,749.0,144800.0
-122.28,37.88,52.0,957.0,188.0,245500.0
-122.28,37.87,52.0,589.0,132.0,200000.0
-122.28,37.87,49.0,2026.0,548.0,173700.0
-122.29,37.87,50.0,1829.0,536.0,185600.0
-122.29,37.87,52.0,895.0,198.0,182600.0
-122.28,37.88,52.0,1909.0,416.0,227900.0
-122.28,37.87,46.0,3022.0,696.0,220700.0
-122.28,37.87,46.0,1777.0,446.0,212000.0
-122.27,37.88,52.0,2803.0,930.0,271400.0
-122.27,37.87,30.0,1465.0,439.0,268800.0
-122.27,37.88,37.0,2619.0,682.0,277800.0
-122.26,37.88,52.0,1149.0,255.0,332500.0
-122.26,37.88,52.0,2363.0,604.0,338900.0
-122.26,37.88,52.0,2604.0,837.0,287500.0
-122.25,37.87,41.0,685.0,141.0,384600.0
-122.25,37.87,42.0,1756.0,465.0,371400.0
-122.25,37.87,52.0,1204.0,460.0,350000.0
-122.25,37.87,52.0,609.0,236.0,500001.0
-122.26,37.87,52.0,1087.0,371.0,175000.0
-122.26,37.87,52.0,2773.0,998.0,241700.0
-122.27,37.87,35.0,3218.0,1108.0,216700.0
-122.27,37.87,49.0,1350.0,368.0,211300.0
-122.27,37.87,52.0,3084.0,698.0,210200.0
-122.28,37.86,52.0,938.0,195.0,196400.0
-122.28,37.87,52.0,1813.0,353.0,191700.0
-122.28,37.87,52.0,1233.0,300.0,182300.0
-122.29,37.87,44.0,2539.0,755.0,175000.0
-122.29,37.87,46.0,1267.0,324.0,165900.0
-122.29,37.86,52.0,1665.0,404.0,156900.0
-122.28,37.86,52.0,1659.0,367.0,164300.0
-122.29,37.87,52.0,2225.0,460.0,150000.0
-122.29,37.86,50.0,2485.0,607.0,150500.0
-122.28,37.86,52.0,2031.0,450.0,169900.0
-122.28,37.86,49.0,2932.0,668.0,147400.0
-122.28,37.85,52.0,2246.0,472.0,152700.0
-122.27,37.86,49.0,2052.0,435.0,182700.0
-122.28,37.86,52.0,1999.0,417.0,179300.0
-122.28,37.86,52.0,3007.0,691.0,157700.0
-122.28,37.86,41.0,2214.0,550.0,153100.0
-122.27,37.86,52.0,1088.0,305.0,250000.0
-122.27,37.86,52.0,834.0,186.0,206300.0
-122.27,37.86,52.0,1769.0,372.0,218800.0
-122.27,37.86,52.0,2307.0,583.0,198200.0
-122.26,37.86,35.0,5161.0,1744.0,253600.0
-122.26,37.86,52.0,3497.0,832.0,257400.0
-122.26,37.86,52.0,3774.0,744.0,289500.0
-122.26,37.86,52.0,2888.0,604.0,241700.0
-122.25,37.86,48.0,2153.0,517.0,489600.0
-122.25,37.86,52.0,1389.0,191.0,446200.0
-122.25,37.86,52.0,1709.0,318.0,456300.0
-122.25,37.86,52.0,1587.0,444.0,336800.0
-122.24,37.86,52.0,1668.0,225.0,500001.0
-122.24,37.85,52.0,3726.0,474.0,500001.0
-122.25,37.86,52.0,4048.0,663.0,376900.0
-122.26,37.85,52.0,3618.0,768.0,309600.0
-122.27,37.85,52.0,4076.0,920.0,182300.0
-122.27,37.85,47.0,2077.0,400.0,172700.0
-122.27,37.85,50.0,1279.0,300.0,150800.0
-122.27,37.85,52.0,1974.0,426.0,153600.0
-122.27,37.85,52.0,335.0,83.0,106300.0
-122.27,37.85,47.0,1375.0,307.0,142300.0
-122.28,37.85,52.0,610.0,145.0,119400.0
-122.28,37.85,44.0,1025.0,198.0,147900.0
-122.28,37.85,48.0,2063.0,484.0,132900.0
-122.29,37.84,35.0,1872.0,419.0,132500.0
-122.28,37.83,52.0,3108.0,813.0,126900.0
-122.3,37.84,14.0,7355.0,2408.0,143800.0
-122.23,37.83,52.0,2990.0,379.0,500001.0
-122.22,37.82,39.0,2492.0,310.0,500001.0
-122.22,37.82,42.0,2991.0,335.0,500001.0
-122.23,37.82,52.0,3242.0,366.0,500001.0
-122.23,37.82,52.0,3051.0,381.0,466100.0
-122.23,37.82,52.0,3494.0,396.0,500001.0
-122.24,37.83,52.0,1757.0,246.0,457800.0
-122.24,37.83,52.0,2449.0,312.0,471600.0
-122.23,37.82,52.0,1611.0,203.0,500001.0
-122.24,37.82,52.0,3665.0,517.0,398600.0
